2736 - 01,03,06,08,11,12,14,15,17,18,19,20,21,23,25
2735 - 01,02,04,05,06,08,09,11,12,14,17,18,21,23,24
2734 - 01,03,05,06,08,10,11,12,14,15,17,18,21,22,23
2733 - 01,03,04,06,07,08,10,11,12,14,19,21,22,24,25
2732 - 02,03,05,06,08,10,12,15,16,18,19,20,21,24,25
2731 - 01,03,07,08,09,11,12,13,14,18,19,20,21,23,25
2730 - 02,04,07,10,11,13,14,15,16,19,20,21,23,24,25
2729 - 02,04,05,06,08,09,10,12,13,14,19,20,21,22,25
2728 - 01,02,03,04,05,09,10,11,13,14,16,17,18,20,22
2727 - 02,03,04,08,09,10,11,12,13,16,17,18,19,20,23
2726 - 02,05,06,08,09,10,11,14,16,17,18,19,20,21,23
2725 - 01,02,04,05,07,08,09,10,11,12,14,17,22,23,24
2724 - 01,03,05,06,08,12,13,14,17,19,20,21,22,24,25
2723 - 01,02,03,06,07,08,10,12,15,17,20,21,22,23,24
2722 - 01,02,03,04,05,06,08,12,18,20,21,22,23,24,25
2721 - 01,03,05,08,10,11,12,13,14,16,18,19,20,21,25
2720 - 01,04,05,06,07,08,09,11,13,15,17,19,21,22,23
2719 - 01,04,05,06,08,10,11,13,14,15,17,19,22,23,24
2718 - 01,02,03,04,06,07,08,12,15,19,20,21,22,23,25
2717 - 02,03,04,05,09,10,11,14,15,16,17,20,21,22,24
2716 - 01,04,06,08,09,10,13,14,15,17,18,19,20,21,24
2715 - 02,04,06,07,11,12,13,14,15,17,18,19,22,23,25
2714 - 02,03,05,06,08,09,11,13,16,17,18,21,23,24,25
2713 - 02,03,05,06,07,08,09,12,15,18,19,20,21,22,24
2712 - 02,03,08,11,12,13,16,17,18,19,20,22,23,24,25
2711 - 01,03,04,08,11,12,15,16,18,19,20,22,23,24,25
2710 - 01,02,03,04,07,10,11,12,13,14,16,17,20,24,25
2709 - 01,02,03,05,09,10,11,12,13,19,21,22,23,24,25
2708 - 01,02,03,05,06,13,14,16,18,19,21,22,23,24,25
2707 - 01,02,04,05,08,09,10,11,14,15,16,17,18,21,25
2706 - 01,03,04,07,08,09,10,11,12,13,15,18,21,22,25
2705 - 02,03,04,07,08,09,14,16,17,18,19,20,22,24,25
2704 - 02,05,07,08,09,10,11,12,13,16,18,19,20,21,23
2703 - 01,02,05,07,09,10,12,13,14,17,19,20,21,23,24
2702 - 01,02,04,06,07,10,14,15,16,17,18,19,21,23,25
2701 - 01,03,04,05,07,09,12,14,16,18,19,21,22,23,25
2700 - 03,04,05,06,07,09,13,14,16,17,19,21,22,24,25
2699 - 01,03,04,06,07,08,11,13,14,15,16,20,22,23,24
2698 - 01,02,03,04,05,08,09,10,12,17,20,22,23,24,25
2697 - 02,05,06,09,10,11,13,14,15,18,19,20,21,22,25
2696 - 01,02,03,04,06,07,08,09,11,13,14,15,16,18,22
2695 - 01,02,08,09,10,11,12,13,15,17,20,21,23,24,25
2694 - 03,05,07,08,09,10,11,12,13,14,15,20,21,23,24
2693 - 03,07,08,09,10,13,14,15,16,19,20,21,22,24,25
2692 - 01,02,03,04,06,08,09,11,13,14,15,20,21,22,24
2691 - 01,02,06,09,10,11,12,13,15,17,18,19,21,24,25
2690 - 01,03,05,06,07,08,11,12,15,17,18,20,21,23,24
2689 - 02,03,04,05,08,09,10,14,15,16,18,21,22,23,24
2688 - 02,04,05,06,07,08,10,11,14,16,17,18,20,22,25
2687 - 03,04,05,06,07,10,11,13,14,15,16,19,20,21,22
2686 - 01,03,04,05,07,08,09,13,14,15,16,19,20,21,24
2685 - 04,05,06,07,08,09,11,16,17,18,20,21,22,24,25
2684 - 02,04,06,07,08,09,10,11,12,13,15,20,22,23,25
2683 - 01,02,03,04,08,10,11,12,13,14,20,21,22,23,25
2682 - 03,04,06,07,08,09,10,11,12,14,15,16,19,23,24
2681 - 02,04,07,08,10,12,13,14,16,17,18,19,21,22,24
2680 - 01,02,04,05,09,10,11,13,15,16,17,19,20,23,24
2679 - 04,05,06,07,08,09,10,12,13,16,19,20,22,24,25
2678 - 02,04,05,06,07,08,09,10,11,15,16,17,20,22,24
2677 - 01,03,04,06,08,10,11,12,14,16,17,18,21,22,24
2676 - 02,06,08,09,11,13,14,15,16,18,19,21,22,23,25
2675 - 02,04,07,09,10,12,13,14,16,18,20,22,23,24,25
2674 - 01,02,03,04,05,07,08,11,12,13,14,15,16,20,25
2673 - 02,03,04,05,07,08,10,11,12,14,15,20,22,23,24
2672 - 02,03,05,06,09,10,11,13,15,16,17,19,21,22,24
2671 - 01,02,05,07,08,09,10,11,12,13,18,20,21,22,25
2670 - 01,03,05,07,08,13,15,17,18,19,21,22,23,24,25
2669 - 01,04,06,07,08,09,10,11,14,15,19,20,21,24,25
2668 - 01,03,05,08,09,13,15,16,17,18,19,20,22,23,24
2667 - 01,02,03,04,08,09,10,11,13,15,19,20,23,24,25
2666 - 02,03,04,07,08,10,11,12,13,19,20,21,22,23,24
2665 - 03,06,07,08,09,11,12,13,15,16,18,19,20,21,25
2664 - 01,04,05,06,07,08,09,10,11,12,17,18,23,24,25
2663 - 01,03,05,06,07,11,12,13,14,16,18,19,21,22,25
2662 - 03,04,05,06,09,10,12,13,14,16,17,19,20,22,23
2661 - 01,03,04,05,06,08,09,10,12,15,16,17,18,22,25
2660 - 01,02,03,06,08,10,13,14,15,16,18,19,21,24,25
2659 - 01,03,05,07,10,11,13,15,18,19,20,21,22,23,24
2658 - 01,02,03,04,05,08,09,10,12,14,15,16,18,21,24
2657 - 01,02,03,05,06,07,08,10,12,13,15,16,17,21,24
2656 - 02,03,04,07,09,10,11,12,13,17,18,19,20,21,25
2655 - 01,05,06,08,09,11,13,14,15,16,19,20,21,22,23
2654 - 01,03,05,06,09,10,13,15,16,17,19,20,21,24,25
2653 - 02,03,07,08,09,10,12,13,14,15,17,18,19,20,21
2652 - 01,03,04,05,06,08,10,12,14,15,16,17,19,24,25
2651 - 03,04,10,11,12,13,15,16,17,18,19,22,23,24,25
2650 - 02,04,05,06,07,09,11,12,13,14,15,18,19,20,22
2649 - 02,03,06,07,08,10,12,14,15,16,17,19,20,23,24
2648 - 04,07,08,10,11,12,13,14,15,16,17,18,20,22,25
2647 - 01,03,04,05,06,09,10,13,16,17,18,19,22,24,25
2646 - 02,03,06,08,09,10,12,13,14,15,17,20,22,23,25
2645 - 01,02,03,05,06,07,11,12,13,14,15,17,18,20,24
2644 - 01,02,05,06,08,10,11,12,13,15,16,17,18,19,20
2643 - 01,02,03,04,06,09,11,12,13,16,18,19,20,22,25
2642 - 02,04,05,08,09,13,14,15,16,17,19,20,21,22,24
2641 - 01,03,04,05,07,08,09,12,13,14,17,19,20,23,24
2640 - 03,06,07,09,10,11,12,14,15,16,18,19,21,22,25
2639 - 02,03,07,08,09,11,12,14,15,16,18,20,21,22,24
2638 - 02,04,05,09,10,12,14,15,18,19,21,22,23,24,25
2637 - 02,04,05,08,09,10,12,13,19,20,21,22,23,24,25
2636 - 01,03,04,05,07,08,09,10,11,13,15,18,22,24,25
2635 - 02,04,05,06,08,10,11,13,14,15,17,20,21,23,25
2634 - 01,02,03,04,07,09,10,14,15,16,18,20,21,22,24
2633 - 01,03,04,06,09,11,12,14,15,16,17,18,19,24,25
2632 - 01,04,05,07,09,11,12,13,15,16,17,19,20,21,22
2631 - 02,04,05,06,07,08,11,14,17,18,19,20,21,23,24
2630 - 01,02,03,06,08,09,10,13,14,16,17,20,21,22,25
2629 - 02,03,04,05,06,07,09,10,12,13,14,19,21,22,25
2628 - 01,04,09,10,11,12,13,14,15,17,20,21,22,23,25
2627 - 01,03,07,08,09,10,13,14,16,17,20,21,22,24,25
2626 - 03,04,05,06,08,10,11,12,13,14,17,20,22,23,24
2625 - 03,04,05,07,08,09,10,11,12,13,18,19,20,21,25
2624 - 02,04,05,07,08,12,14,17,18,20,21,22,23,24,25
2623 - 01,04,05,06,07,10,11,12,13,15,16,18,22,23,24
2622 - 01,02,03,04,05,06,08,09,10,12,13,17,19,20,25
2621 - 02,03,04,05,07,09,10,11,12,14,15,20,22,23,25
2620 - 01,02,03,05,07,09,10,11,13,14,15,16,18,19,23
2619 - 03,04,05,06,07,09,10,11,12,13,15,16,17,20,25
2618 - 01,02,03,04,05,06,07,09,11,16,17,18,19,20,25
2617 - 01,03,05,06,07,08,10,11,12,13,17,18,22,24,25
2616 - 01,02,03,04,06,07,09,10,12,14,16,18,21,22,25
2615 - 02,03,05,06,08,09,10,14,15,17,19,20,21,22,25
2614 - 01,02,03,04,06,10,13,16,17,19,20,21,23,24,25
2613 - 01,02,03,05,06,08,11,14,15,16,18,19,20,21,25
2612 - 01,03,06,09,10,11,13,16,17,18,19,20,21,23,25
2611 - 02,03,04,05,06,07,08,13,14,15,17,19,21,22,25
2610 - 01,03,05,07,08,09,10,11,12,15,16,17,20,22,24
2609 - 03,05,06,07,09,11,12,15,17,18,19,20,21,24,25
2608 - 01,02,04,08,09,11,12,14,15,17,18,19,23,24,25
2607 - 01,03,05,07,08,09,10,14,16,17,18,22,23,24,25
2606 - 03,06,07,08,09,10,11,14,16,18,19,20,21,23,24
2605 - 01,02,05,07,09,11,12,15,16,19,21,22,23,24,25
2604 - 04,05,06,07,09,12,13,14,15,16,18,19,20,22,23
2603 - 02,03,05,07,09,10,11,13,15,17,19,20,21,24,25
2602 - 01,02,03,04,05,06,08,10,11,12,16,18,19,20,23
2601 - 01,03,04,05,06,07,13,15,16,17,20,21,22,23,24
2600 - 02,05,07,09,10,11,12,14,15,16,18,22,23,24,25
2599 - 01,02,03,04,06,08,09,10,11,13,17,18,19,22,23
2598 - 01,03,06,09,10,11,12,13,14,17,18,19,20,23,25
2597 - 04,07,08,09,11,12,13,14,15,16,17,19,21,23,25
2596 - 02,05,06,09,11,12,13,14,15,16,17,19,20,24,25
2595 - 02,03,04,06,09,10,12,14,16,17,18,20,22,24,25
2594 - 04,05,09,11,12,14,15,16,18,20,21,22,23,24,25
2593 - 01,05,06,08,09,10,12,13,15,17,20,21,22,23,24
2592 - 01,02,04,05,06,07,10,14,15,18,19,21,22,23,25
2591 - 01,02,03,04,05,07,09,11,12,14,17,20,21,23,24
2590 - 01,03,04,05,07,09,10,13,15,16,18,20,21,24,25
2589 - 01,02,04,05,07,08,09,10,14,15,18,21,22,24,25
2588 - 03,04,05,08,09,10,14,15,17,18,21,22,23,24,25
2587 - 03,04,06,07,08,09,11,13,15,16,19,20,21,22,24
2586 - 01,02,07,08,12,13,15,16,18,19,20,21,22,23,24
2585 - 03,04,06,07,08,10,12,17,18,20,21,22,23,24,25
2584 - 03,04,05,07,08,10,11,12,13,14,15,16,22,23,24
2583 - 01,02,05,07,08,10,11,13,14,15,16,18,19,23,24
2582 - 01,03,04,05,08,10,11,12,13,15,16,18,19,21,24
2581 - 01,02,03,04,07,08,11,12,15,16,17,19,20,21,22
2580 - 01,05,07,08,10,11,12,13,14,15,16,18,20,22,25
2579 - 01,03,04,07,08,10,12,15,16,17,18,19,22,23,25
2578 - 01,02,03,04,07,08,09,10,12,14,15,16,20,22,25
2577 - 01,04,06,07,08,09,12,13,14,18,20,21,23,24,25
2576 - 01,02,05,06,07,10,13,15,16,18,19,20,21,24,25
2575 - 02,03,05,06,07,08,10,11,14,15,16,17,21,23,25
2574 - 01,02,03,07,09,10,11,12,14,16,17,19,20,21,25
2573 - 02,06,09,10,11,12,13,15,16,17,18,19,20,22,23
2572 - 01,03,05,07,08,09,11,12,13,14,15,16,21,23,24
2571 - 02,04,05,07,10,14,15,16,17,19,20,21,23,24,25
2570 - 01,03,04,05,06,07,09,10,11,13,16,18,20,23,25
2569 - 03,05,12,13,14,15,16,17,18,19,20,21,22,23,25
2568 - 01,02,04,06,08,09,11,12,14,15,17,20,21,22,24
2567 - 01,02,03,04,05,07,11,12,13,14,15,19,20,21,24
2566 - 01,02,10,11,12,13,14,15,16,18,19,20,21,23,24
2565 - 01,02,05,07,09,10,11,12,14,15,16,18,20,22,25
2564 - 02,04,06,07,08,11,15,16,17,18,21,22,23,24,25
2563 - 03,04,06,08,09,12,15,17,18,19,21,22,23,24,25
2562 - 02,03,06,07,09,10,11,14,16,17,20,21,22,24,25
2561 - 01,02,03,05,06,07,12,13,15,16,17,18,20,21,23
2560 - 01,02,04,05,06,08,09,11,14,16,18,20,23,24,25
2559 - 01,03,05,07,08,09,10,12,13,14,16,17,19,21,25
2558 - 03,04,05,06,10,12,14,15,16,17,20,21,22,24,25
2557 - 02,03,04,05,06,07,08,09,10,11,12,17,18,21,22
2556 - 01,02,05,10,11,12,15,17,18,20,21,22,23,24,25
2555 - 02,03,04,06,07,08,11,12,16,17,18,21,22,23,25
2554 - 02,03,04,08,10,11,13,15,16,17,18,19,20,22,24
2553 - 01,02,04,05,07,08,09,11,13,14,17,18,19,21,25
2552 - 01,03,04,05,09,10,12,13,14,15,17,18,21,24,25
2551 - 01,02,06,09,10,11,12,14,15,16,18,20,21,22,25
2550 - 01,02,06,07,09,10,12,13,17,18,20,21,23,24,25
2549 - 01,02,04,05,06,07,09,11,16,17,19,21,22,24,25
2548 - 01,02,03,04,05,08,09,11,13,15,16,18,19,23,25
2547 - 01,02,05,09,10,12,15,16,18,19,21,22,23,24,25
2546 - 02,04,05,07,08,09,10,11,14,17,20,21,22,24,25
2545 - 01,02,03,05,07,09,10,13,14,15,16,19,20,21,24
2544 - 03,05,06,07,08,10,11,12,13,15,18,20,21,23,24
2543 - 03,05,06,07,08,09,11,12,14,17,18,19,20,24,25
2542 - 03,05,08,10,12,13,15,16,18,19,20,21,22,24,25
2541 - 02,04,07,08,11,12,13,14,16,17,18,19,20,22,25
2540 - 01,03,05,06,07,08,11,12,14,18,20,21,22,23,24
2539 - 01,03,04,05,06,09,10,13,16,17,18,20,23,24,25
2538 - 01,02,04,05,06,08,09,13,14,16,17,21,22,24,25
2537 - 02,04,05,06,07,09,10,12,14,16,18,19,22,23,24
2536 - 01,02,04,06,09,12,13,15,16,17,18,19,21,23,25
2535 - 05,06,07,08,11,12,13,14,15,16,18,20,22,24,25
2534 - 07,08,10,11,12,14,15,16,17,18,20,21,22,23,25
2533 - 04,07,08,10,11,12,15,16,17,18,19,22,23,24,25
2532 - 01,02,03,04,06,09,10,12,13,14,16,17,18,22,25
2531 - 01,02,03,04,05,07,08,11,12,16,17,18,20,21,25
2530 - 01,02,04,06,07,08,09,11,13,15,21,22,23,24,25
2529 - 03,05,06,08,09,11,12,13,14,16,18,21,22,24,25
2528 - 02,03,05,07,08,09,10,11,12,13,15,20,22,23,24
2527 - 01,02,05,06,09,11,12,13,14,17,18,19,20,21,23
2526 - 01,02,06,08,11,12,13,14,16,17,19,20,22,23,24
2525 - 04,06,10,11,12,13,16,17,18,19,20,21,23,24,25
2524 - 01,02,03,05,06,07,12,14,15,16,19,20,23,24,25
2523 - 01,04,05,06,07,10,11,12,14,15,17,18,20,23,24
2522 - 01,02,03,05,09,10,12,13,15,16,18,19,21,22,25
2521 - 02,03,04,06,07,08,13,14,16,17,18,21,22,24,25
2520 - 01,02,04,05,06,07,08,10,14,15,16,18,23,24,25
2519 - 02,03,04,05,08,10,11,12,13,14,18,19,22,24,25
2518 - 01,02,04,05,06,08,11,13,14,15,20,22,23,24,25
2517 - 01,02,03,05,06,09,10,12,14,15,16,20,21,23,24
2516 - 01,02,03,05,07,08,10,11,14,15,16,17,21,22,24
2515 - 04,05,07,08,09,11,12,14,15,16,19,21,22,24,25
2514 - 02,03,05,06,07,08,09,12,14,15,16,18,19,21,24
2513 - 02,03,04,06,07,09,11,12,16,17,19,20,21,23,24
2512 - 01,02,03,07,09,10,12,14,15,16,18,19,20,21,23
2511 - 01,03,04,05,06,08,09,11,15,16,18,21,23,24,25
2510 - 01,02,05,07,11,13,14,16,17,19,20,22,23,24,25
2509 - 02,03,04,05,09,10,11,12,13,14,19,21,22,23,25
2508 - 01,02,05,06,07,10,11,12,14,15,17,18,19,20,21
2507 - 03,04,05,07,08,09,10,11,13,14,15,16,19,20,25
2506 - 03,04,05,08,09,10,11,14,15,16,18,19,20,22,25
2505 - 01,02,03,04,06,08,09,10,17,18,19,21,23,24,25
2504 - 03,05,07,08,12,13,14,15,16,17,20,21,22,23,24
2503 - 01,02,03,04,06,07,09,10,11,12,13,18,19,20,22
2502 - 02,03,04,05,09,11,12,13,15,18,20,21,23,24,25
2501 - 01,02,03,04,05,06,07,08,09,11,19,20,22,23,25
2500 - 03,04,05,06,09,11,12,13,14,15,17,18,19,21,25
2499 - 02,03,04,05,07,08,11,12,14,16,17,19,20,22,23
2498 - 01,02,05,06,07,08,09,11,12,17,18,19,20,22,25
2497 - 02,06,07,08,09,11,12,14,15,18,19,20,22,23,25
2496 - 02,03,04,08,09,10,11,13,17,18,20,22,23,24,25
2495 - 03,05,09,10,12,13,14,15,16,17,18,19,21,24,25
2494 - 01,02,04,05,06,08,09,10,12,13,16,18,23,24,25
2493 - 02,03,06,07,09,10,11,12,14,15,16,18,20,21,25
2492 - 04,07,08,09,10,11,12,13,14,15,17,20,22,23,24
2491 - 01,02,03,04,05,06,09,11,14,17,18,19,21,22,24
2490 - 01,03,04,05,06,10,12,13,14,15,16,19,20,24,25
2489 - 01,04,05,07,08,10,11,13,14,16,18,21,22,23,24
2488 - 01,02,04,05,06,07,09,11,12,13,16,20,21,22,24
2487 - 01,02,06,08,10,11,12,13,14,16,18,20,22,23,24
2486 - 01,02,04,05,08,09,10,11,12,18,19,20,23,24,25
2485 - 01,02,03,08,10,12,14,15,17,18,20,21,23,24,25
2484 - 04,05,06,08,10,11,12,14,15,17,19,21,22,23,25
2483 - 02,03,06,07,08,10,13,14,15,16,19,20,22,23,25
2482 - 03,05,06,07,09,11,12,13,14,16,17,20,21,24,25
2481 - 02,03,05,06,07,09,10,13,14,15,17,18,20,21,25
2480 - 01,02,05,06,07,09,10,12,13,14,15,16,17,21,24
2479 - 02,03,04,05,07,11,12,14,17,19,20,21,23,24,25
2478 - 01,05,07,08,10,11,12,14,15,16,21,22,23,24,25
2477 - 01,02,03,05,07,08,09,10,13,14,15,18,19,20,24
2476 - 01,06,09,10,11,12,13,15,16,17,18,21,22,23,24
2475 - 01,03,04,05,06,07,11,13,15,16,18,19,22,24,25
2474 - 01,02,05,06,08,09,11,14,15,17,19,20,23,24,25
2473 - 01,04,06,07,08,09,10,14,16,18,19,20,21,23,25
2472 - 02,03,04,09,10,12,13,15,16,17,21,22,23,24,25
2471 - 02,03,04,05,08,09,14,17,18,19,20,21,23,24,25
2470 - 01,03,04,05,06,09,10,11,12,13,21,22,23,24,25
2469 - 01,02,04,05,06,07,11,13,17,18,19,20,21,24,25
2468 - 03,04,07,08,09,12,13,17,18,19,20,21,22,23,24
2467 - 05,06,08,10,11,12,14,15,16,18,20,21,22,23,25
2466 - 01,02,05,07,08,09,12,13,14,17,19,20,21,24,25
2465 - 02,05,06,07,08,10,11,13,14,15,17,18,19,21,25
2464 - 01,05,06,07,09,11,13,16,17,20,21,22,23,24,25
2463 - 05,07,09,10,11,12,13,14,15,17,18,20,21,23,25
2462 - 03,04,05,09,10,11,12,14,15,16,17,18,20,22,25
2461 - 01,02,05,07,10,13,14,15,17,18,19,20,21,22,24
2460 - 01,02,03,04,05,06,09,11,12,14,15,18,19,23,25
2459 - 01,03,05,06,11,12,14,15,17,18,19,20,21,23,25
2458 - 01,02,03,04,06,08,10,11,12,16,18,21,22,24,25
2457 - 01,03,05,08,10,11,14,15,16,18,20,22,23,24,25
2456 - 04,05,06,08,09,10,12,13,14,17,18,19,21,24,25
2455 - 01,02,03,08,10,11,12,13,14,16,19,22,23,24,25
2454 - 01,02,04,06,08,09,10,12,15,16,20,21,23,24,25
2453 - 04,05,07,08,10,12,13,16,17,19,21,22,23,24,25
2452 - 01,06,07,08,09,11,15,17,18,20,21,22,23,24,25
2451 - 03,04,05,07,09,10,11,15,18,19,20,22,23,24,25
2450 - 01,02,03,04,05,07,08,11,13,14,15,18,23,24,25
2449 - 01,02,04,08,09,11,13,14,15,16,17,18,20,21,22
2448 - 02,03,04,05,06,08,09,11,12,14,16,19,20,22,24
2447 - 02,03,04,05,08,13,14,15,16,17,18,19,20,22,23
2446 - 04,06,08,11,12,13,15,17,19,20,21,22,23,24,25
2445 - 01,02,05,06,07,08,10,11,13,15,18,21,22,23,25
2444 - 03,04,05,06,08,09,10,11,12,14,16,17,18,19,25
2443 - 02,03,05,06,07,09,10,14,15,16,17,20,21,22,23
2442 - 01,06,07,10,11,12,14,15,16,17,18,19,21,22,25
2441 - 01,03,07,08,09,10,11,13,15,18,20,21,22,24,25
2440 - 03,04,05,06,08,09,11,14,16,18,20,21,22,24,25
2439 - 02,05,07,08,09,10,11,13,15,16,17,20,21,23,25
2438 - 01,04,05,06,08,11,12,13,14,16,18,19,22,23,24
2437 - 01,02,07,08,09,10,11,13,14,15,17,18,20,21,25
2436 - 02,03,04,06,08,09,12,14,15,16,17,19,20,21,23
2435 - 02,04,05,06,07,10,11,12,13,15,16,19,20,21,22
2434 - 01,04,07,11,13,14,16,17,19,20,21,22,23,24,25
2433 - 01,03,04,05,06,09,10,11,12,13,15,18,20,21,24
2432 - 03,05,06,07,08,09,11,12,13,14,15,19,20,21,25
2431 - 04,06,07,08,09,10,11,12,13,14,17,18,19,22,25
2430 - 01,04,05,07,08,10,11,12,14,17,18,19,20,21,23
2429 - 01,04,05,06,08,09,10,11,12,14,15,19,20,21,24
2428 - 02,05,06,07,09,10,11,12,15,16,17,18,20,24,25
2427 - 01,03,06,08,11,15,16,17,18,19,20,21,22,23,24
2426 - 01,02,03,06,07,08,09,11,13,19,20,21,22,23,24
2425 - 01,03,04,05,06,10,11,13,15,19,20,21,22,24,25
2424 - 01,03,04,05,06,09,10,11,14,15,16,20,22,23,25
2423 - 03,04,05,07,08,09,10,11,15,16,17,18,19,20,24
2422 - 01,02,03,04,05,07,08,10,11,12,14,17,18,22,25
2421 - 03,04,05,06,07,10,13,14,16,17,19,20,21,22,24
2420 - 01,03,05,09,10,11,12,13,14,15,18,21,22,24,25
2419 - 02,03,05,06,10,11,12,13,15,18,19,21,22,23,24
2418 - 03,04,07,08,11,12,13,14,16,17,18,19,20,23,24
2417 - 01,04,06,07,08,09,10,11,14,15,17,18,22,23,25
2416 - 04,05,06,07,11,13,14,15,16,17,18,20,21,22,25
2415 - 02,06,07,09,10,11,12,13,14,19,20,21,22,23,25
2414 - 03,04,05,06,07,08,09,10,11,13,16,17,19,21,24
2413 - 01,03,04,05,06,07,08,09,12,15,16,18,20,21,25
2412 - 01,04,06,07,08,09,11,13,14,15,17,18,19,21,24
2411 - 01,02,03,04,05,07,08,09,10,12,13,14,17,19,24
2410 - 01,02,03,04,07,09,10,13,14,16,17,19,20,22,23
2409 - 01,02,05,06,07,08,09,10,12,16,19,20,21,22,25
2408 - 01,03,04,06,08,09,10,11,12,13,16,19,21,22,23
2407 - 01,02,03,04,06,08,09,11,12,17,18,19,20,23,24
2406 - 01,02,03,05,06,08,10,12,15,17,20,21,23,24,25
2405 - 02,03,04,05,06,07,08,09,11,15,17,18,19,21,23
2404 - 01,02,03,04,05,07,10,11,12,14,15,22,23,24,25
2403 - 01,04,05,08,10,12,16,17,18,19,20,21,23,24,25
2402 - 01,02,03,04,05,06,09,10,11,13,14,18,20,23,25
2401 - 01,04,05,06,07,09,10,11,12,15,16,19,20,22,23
2400 - 02,03,05,09,10,11,12,13,14,15,16,20,21,23,25
2399 - 01,02,04,05,07,09,12,14,15,16,17,19,20,21,25
2398 - 02,03,04,05,06,09,10,12,13,14,15,20,22,23,25
2397 - 02,04,06,07,09,10,13,14,15,17,18,20,21,22,25
2396 - 01,03,04,07,10,12,13,16,17,18,20,22,23,24,25
2395 - 01,02,05,06,07,10,13,14,15,17,18,19,20,23,25
2394 - 01,04,06,07,09,10,12,17,18,19,20,21,22,23,25
2393 - 02,03,05,10,11,12,15,16,17,19,20,21,22,23,25
2392 - 01,02,05,06,08,11,12,13,16,17,18,22,23,24,25
2391 - 03,04,05,06,08,09,11,12,14,18,19,21,22,24,25
2390 - 01,02,03,04,05,06,10,11,15,19,20,21,22,23,24
2389 - 04,05,06,08,09,10,11,12,18,19,21,22,23,24,25
2388 - 03,04,05,07,08,09,10,12,13,15,16,17,19,23,25
2387 - 02,04,05,08,09,10,12,16,17,19,20,21,22,24,25
2386 - 02,03,06,07,08,10,12,13,14,15,16,17,18,23,24
2385 - 01,02,03,05,10,11,12,13,16,17,18,21,22,23,24
2384 - 01,03,04,05,07,09,10,11,13,15,16,18,20,22,24
2383 - 01,02,03,07,09,11,12,13,14,15,16,18,20,22,24
2382 - 01,02,03,04,05,06,07,09,10,11,14,15,19,21,24
2381 - 01,02,05,08,09,10,11,14,15,18,19,20,23,24,25
2380 - 01,03,05,06,07,09,10,11,13,14,15,17,21,22,24
2379 - 01,02,03,05,07,08,09,11,12,15,16,20,23,24,25
2378 - 01,02,03,04,05,10,12,14,15,16,17,21,23,24,25
2377 - 01,02,03,04,05,06,08,09,10,12,14,18,19,20,24
2376 - 01,02,04,06,08,09,14,15,16,17,19,21,22,23,24
2375 - 04,05,08,11,12,13,14,17,18,19,20,21,22,23,25
2374 - 01,03,05,07,09,10,14,15,16,17,20,21,22,23,25
2373 - 02,03,04,05,06,07,08,10,13,14,15,17,21,24,25
2372 - 01,02,04,05,07,08,11,13,14,15,19,20,21,22,24
2371 - 03,05,06,08,11,12,13,14,15,19,21,22,23,24,25
2370 - 01,07,08,09,10,11,12,13,14,16,19,20,21,24,25
2369 - 02,03,05,08,09,10,11,12,13,14,15,22,23,24,25
2368 - 02,03,04,07,08,09,10,11,12,14,16,18,19,22,23
2367 - 02,03,05,08,09,10,11,12,14,16,17,19,22,23,25
2366 - 01,03,05,07,10,11,13,15,16,18,19,20,21,22,25
2365 - 02,07,08,09,11,14,15,16,17,18,20,21,22,23,25
2364 - 01,05,06,07,08,09,10,11,13,15,16,17,18,22,24
2363 - 01,02,03,04,08,11,12,13,14,15,20,21,22,24,25
2362 - 01,04,06,07,08,10,11,12,14,18,19,21,22,24,25
2361 - 03,04,05,07,10,12,13,14,16,18,19,21,22,23,24
2360 - 03,05,06,08,11,12,13,15,17,18,19,21,22,23,25
2359 - 03,04,05,06,07,12,14,15,17,19,20,21,22,23,24
2358 - 04,05,06,07,08,11,12,14,15,16,17,20,23,24,25
2357 - 01,02,04,06,07,08,09,10,12,13,14,20,23,24,25
2356 - 03,05,06,07,08,09,10,13,16,18,19,20,21,22,25
2355 - 02,03,04,05,06,08,09,10,11,12,18,19,20,21,25
2354 - 01,02,05,06,09,10,11,12,13,16,17,18,19,20,21
2353 - 01,02,03,07,08,12,13,14,15,16,18,20,23,24,25
2352 - 03,04,07,08,11,12,15,16,17,18,20,22,23,24,25
2351 - 01,03,04,05,06,07,08,09,10,12,14,15,20,23,24
2350 - 02,03,04,05,06,07,08,09,10,15,17,19,21,22,25
2349 - 02,05,06,09,10,11,12,15,16,17,18,20,21,22,23
2348 - 01,02,05,08,09,11,13,14,15,17,19,20,22,23,24
2347 - 02,03,05,06,08,09,11,13,15,16,17,19,21,24,25
2346 - 01,04,05,08,10,11,12,14,16,17,18,19,21,22,25
2345 - 03,06,07,09,10,11,12,14,16,17,19,20,23,24,25
2344 - 01,03,04,06,07,09,10,11,12,13,16,17,19,20,21
2343 - 01,02,05,09,12,15,16,17,18,19,20,22,23,24,25
2342 - 01,02,03,04,09,10,13,15,16,18,19,20,21,22,25
2341 - 02,04,05,07,09,11,12,14,15,19,20,21,22,24,25
2340 - 02,05,07,08,09,11,12,13,14,17,18,20,22,23,25
2339 - 01,03,06,07,08,10,11,14,18,19,20,22,23,24,25
2338 - 01,02,03,04,05,07,08,10,11,12,13,15,16,19,21
2337 - 01,02,04,05,06,08,09,10,11,14,16,19,20,21,24
